gender,description,link_color,profileimage,sidebar_color,text,cln_desc,cln_text
female,"Vegan Mama to newborn twins & CrossFlowX. Creator & Producer: Microsoft Bing Fitness Yoga. Breathe, Sweat, Laugh, Heal.",93A644,https://pbs.twimg.com/profile_images/458785517950091264/OdCLA8Sl_normal.jpeg,FFFFFF,"When you get together a bevy of wellness beauties for a brunch, this is a very small part of theâ€_ https://t.co/L01DZYN7Db",vegan mama to newborn twins crossflowx creator producer microsoft bing fitness yoga breathe sweat laugh heal.,when you get together a bevy of wellness beauties for a brunch this is a very small part of theâ˚_ https://t.co/l01dzyn7db
male,I promote myself,0084B4,https://pbs.twimg.com/profile_images/657142534351814656/osdcHx5d_normal.jpg,C0DEED,The Impudence of Rabiu Kwakwanso and his Fulani brothers - by FFK: Written by Femi Fani-Kayode...Read below..I... https://t.co/O91JK9vez5,i promote myself,the impudence of rabiu kwakwanso and his fulani brothers by ffk written by femi fani-kayode...read below..i.. https://t.co/o91jk9vez5
male,Instagram & Snapchat: RickCannonPal,0084B4,https://pbs.twimg.com/profile_images/635995467818491904/L-Wz3bk3_normal.jpg,C0DEED,"@Garciaomar0203 lmao I got you I will do it after work, it's gonna be challenging. Gonna be all over the place _Ÿ˜‚",instagram snapchat rickcannonpal,@garciaomar0203 lmao i got you i will do it after work it's gonna be challenging gonna be all over the place _˘˜‚
male,"Dedicated educator, Programme Editor                             http://t.co/Ovckc2E2A0",0084B4,https://pbs.twimg.com/profile_images/648208520765173760/ePLw24UU_normal.jpg,C0DEED,@GeorgeHS2706 @MUFCYorkRoad was filmed on the railway side so you couldn't see trains,dedicated educator programme editor http://t.co/ovckc2e2a0,@georgehs2706 mufcyorkroad was filmed on the railway side so you couldn't see trains
male,"Senior at #NCCU...Physical Education Major. Humble. #VIRGO. â™çï¸è #KISSENT. #NCCU16. Light-Skin, Black. Single",FF0000,https://pbs.twimg.com/profile_images/656955056730849280/KzziI76O_normal.jpg,FFFFFF,"@carryngtonnn $12 at the door all night, need college ID. You can wear your Halloween costume or your own swag clothes at the party",senior at nccu...physical education major humble virgo ™çï¸ kissent nccu16 light-skin black single,@carryngtonnn 12 at the door all night need college id you can wear your halloween costume or your own swag clothes at the party
female,instagram:courtneywhite0,2D147D,https://pbs.twimg.com/profile_images/643492013397176320/hY7IbqRm_normal.jpg,FFFFFF,"Who died and made you the queen of bullshit, bore off _Ÿ˜´_Ÿ‘‹_Ÿè»",instagram:courtneywhite0,who died and made you the queen of bullshit bore off _˘˜´_˘Ù¸_˘èË
female,"Just remember, even your worst days only have twenty-four hours",7A09AB,https://pbs.twimg.com/profile_images/618159067446513664/tVUdh22P_normal.jpg,FFFFFF,just sent my brother the best happy birthday snapchat heheheheh,just remember even your worst days only have twenty-four hours,just sent my brother the best happy birthday snapchat heheheheh
female,"I'm an anime lover and a cat person. *-* My taste in foods is very childish and my taste in everything else is purple. I love singing, drawing and writing. ~17.",3B94D9,https://pbs.twimg.com/profile_images/629828824637833216/wY3Awuh2_normal.jpg,86A4A6,"@MunchingBrotato The sky, clouds, the moon, the stars, a lot of things, really. But what I'm feeling is tired.",i'm an anime lover and a cat person - my taste in foods is very childish and my taste in everything else is purple i love singing drawing and writing 17.,@munchingbrotato the sky clouds the moon the stars a lot of things really but what i'm feeling is tired.
female,â€¢Child Of A King â€ â€¢My family's pride(^Ù_^) â€¢ A flower amongst the thornsâœ_â€¢IG: @msbee_mâ€¢,0099B9,https://pbs.twimg.com/profile_images/654436749431734272/sGM5dx6i_normal.jpg,5ED4DC,_Ÿ˜‚you accused me too the last time I saw you_Ÿ’ª_Ÿè_ https://t.co/g8HjHraDYe,â˚¢child of a king ˚Íâ˚¢my family's pride(^Ù_^ ˚ a flower amongst the thornsâÔ_â˚¢ig msbee_mâ˚¢,_˘˜‚you accused me too the last time i saw you_˘ıª_˘è_ https://t.co/g8hjhradye
male,Just be happy it's not worse.,ABB8C2,https://pbs.twimg.com/profile_images/657349033023827968/mwPkR76k_normal.png,892DD8,I don't think anything has ever upset me more than learning @bobbyfarnham24 is on the Pens anymore,just be happy it's not worse.,i don't think anything has ever upset me more than learning bobbyfarnham24 is on the pens anymore
female,"I'm early 30's, nutrition background, managing chronic illness, trying to find a legacy and revolving hobbies to keep life interesting. I love 8 kids!",0084B4,https://pbs.twimg.com/profile_images/649711348335575040/2O1XCrcQ_normal.jpg,A8C7F7,Busy on Tuesday? Be sure to join me at the #RBCFirstHome Twitter Chat @8:30pmET for home purchasing tips &amp; prizes! https://t.co/JMpNC43NQJ,i'm early 30's nutrition background managing chronic illness trying to find a legacy and revolving hobbies to keep life interesting i love 8 kids!,busy on tuesday be sure to join me at the rbcfirsthome twitter chat 8:30pmet for home purchasing tips amp prizes https://t.co/jmpnc43nqj
female,"Love God, Seek God, Praise God.",FA0830,https://pbs.twimg.com/profile_images/658049055449292800/bPGDCu6R_normal.jpg,C0DEED,Do not live like the world lives. Do not follow and do what they do. https://t.co/bs6GNufvNU,love god seek god praise god.,do not live like the world lives do not follow and do what they do https://t.co/bs6gnufvnu
female,sometimes you gotta work a little so you can ball a lot,0DA0A3,https://pbs.twimg.com/profile_images/606477032839520257/nJK4UFa8_normal.jpg,FFFFFF,@dicktective i know theres denver comic con usually the same weekend as comicpalooza and there was an anime con here in august,sometimes you gotta work a little so you can ball a lot,@dicktective i know theres denver comic con usually the same weekend as comicpalooza and there was an anime con here in august
male,SENIOR. SEE YA! Why be a king? When you can be a God... Taken by @morgsieee,0084B4,https://pbs.twimg.com/profile_images/650423269699551236/YGoa2OJN_normal.jpg,C0DEED,"When I'm fucked up, that's the real me",senior see ya why be a king when you can be a god.. taken by morgsieee,when i'm fucked up that's the real me
male,"Radio DJ, Content Producer & V.O Artist | Entrepreneur | Media Enthusiast | Hip Hop | Deep House | #WeLoveHipHop",0084B4,https://pbs.twimg.com/profile_images/639133855987929089/SufXoz4r_normal.jpg,C0DEED,The rose that grew from concrete stones. https://t.co/oSNlr9O5UC,radio dj content producer v.o artist entrepreneur media enthusiast hip hop deep house welovehiphop,the rose that grew from concrete stones https://t.co/osnlr9o5uc
male,I wish you quietly to use your brains. Strongly recommend http://t.co/1EydfDDtHT What the others say http://t.co/psEzYNMs8x Music http://t.co/9tk0ZnEoBX,0084B4,https://pbs.twimg.com/profile_images/378800000646620179/de32f6c6af941fe1d9b751551740c318_normal.jpeg,C0DEED,Using this search You simply collect all the information available on #earthquake including those incorrectly formatted,i wish you quietly to use your brains strongly recommend http://t.co/1eydfddtht what the others say http://t.co/psezynms8x music http://t.co/9tk0zneobx,using this search you simply collect all the information available on earthquake including those incorrectly formatted
female,Tweet for therapy. Enjoy sane discussions. Interact for followback. #tcot,9266CC,https://pbs.twimg.com/profile_images/648355082564534272/nORMlv3__normal.png,FFFFFF,If there were no Jeb or Trump in the race it would actually be quite engaging. https://t.co/mWcVmpjCYC,tweet for therapy enjoy sane discussions interact for followback tcot,if there were no jeb or trump in the race it would actually be quite engaging https://t.co/mwcvmpjcyc
female,I am whatever you say I am. . .,0084B4,https://pbs.twimg.com/profile_images/608931884358336512/MEjxmdfY_normal.jpg,C0DEED,Y'all see this in the news about Tyrese and Taraji?! Good... https://t.co/G6VGzxp1s4 https://t.co/zsvUBZt1Z9,i am whatever you say i am ,y'all see this in the news about tyrese and taraji? good.. https://t.co/g6vgzxp1s4 https://t.co/zsvubzt1z9
male,Play songs on the radio in the evenings across South Wales on @nationradio @nation_hits @1063bridgefm! Views are my own.,295B6E,https://pbs.twimg.com/profile_images/634079769706037248/Ij3kLay8_normal.jpg,A8C7F7,@jelly__shelley @ThisIsTheBrooks Catch the boys in Newport on 5th November along side @Stooshe https://t.co/U20WnqBAsI,play songs on the radio in the evenings across south wales on nationradio nation_hits 1063bridgefm views are my own.,@jelly__shelley thisisthebrooks catch the boys in newport on 5th november along side stooshe https://t.co/u20wnqbasi
female,with anger you are not gonna make progress or achieve. so STAY COOL and achieve greatness.......,0084B4,https://pbs.twimg.com/profile_images/495515402558902272/gEFob1U4_normal.jpeg,C0DEED,"Shoot for the moon. Even if you miss, you'll land among the stars. ~Les Brown",with anger you are not gonna make progress or achieve so stay cool and achieve greatness.......,shoot for the moon even if you miss you'll land among the stars les brown
male,A Working Life Is A Paid Life!,2FC2EF,https://pbs.twimg.com/profile_images/505077905668333568/_BB9gOQr_normal.jpeg,181A1E,"I'm voting for @NICKIMINAJ ""The Pinkprint"" for #AMAs Favorite Album - Rap/Hip-Hop, you can too here: https://t.co/7pMkHsaLh8",a working life is a paid life!,i'm voting for nickiminaj the pinkprint for amas favorite album rap/hip-hop you can too here https://t.co/7pmkhsalh8
male,hey! just popping by to say hello,0084B4,https://pbs.twimg.com/profile_images/657277671362162688/UiyLDxUz_normal.jpg,C0DEED,@dozydeyes I WAS THE ONE WHO ADDED YOU LAD,hey just popping by to say hello,@dozydeyes i was the one who added you lad
female,"5sos retweeted 9/1/15 tysm! âù¥ | âœ§ ( Í¡Â° ÍœÊ– Í¡Â°) * * *if you can't tell, i love bands way too fucking much Â¯\_(ãƒ„)_/Â¯ âœ§ âœ§ï_¥ï_Ÿ: *âœ§ met my queen tyler oakley 10/21/15",0084B4,https://pbs.twimg.com/profile_images/657036517471338496/IXXLq0AB_normal.jpg,C0DEED,"LIKE NO I FUCKING HATE SCHOOL, IT GETS IN THE WAY OF EVERYTHING",5sos retweeted 9/1/15 tysm ù Ô Í·Â ÍÔÊ Í·Â° if you can't tell i love bands way too fucking much Â¯\_(ã‰„)_/Â¯ Ô Ô§ï_¥ï_˘ âÔ met my queen tyler oakley 10/21/15,like no i fucking hate school it gets in the way of everything
male,Jordan Liggins Show Up to Show Out! Uncle Luke Taught Me!!,0084B4,https://pbs.twimg.com/profile_images/656876643932180480/K_RB6LCh_normal.jpg,FFFFFF,@thats_smileybro the hell lol,jordan liggins show up to show out uncle luke taught me!!,@thats_smileybro the hell lol
female,Nakyia Te'onna is the name bitchâù_ï¸è #âƒ£FreeMyDadâù_ï¸è @itstadoe_ âù_ï¸è class of 2âƒ£0âƒ£1âƒ£9âƒ£ Jâù_ï¸è,0084B4,https://pbs.twimg.com/profile_images/657328053786382336/1q-gYz2g_normal.jpg,C0DEED,@king_MANII the Muslim girl from work _Ÿ˜‚ &amp; she ain't really Muslim she had that thing off with a ponytail _Ÿ˜‚_Ÿ˜‚,nakyia te'onna is the name bitchâù_ï¸ â‰£freemydadâù_ï¸ itstadoe_ ù_ï¸ class of 2â‰£0â‰£1â‰£9â‰ jâù_ï¸è,@king_manii the muslim girl from work _˘˜‚ amp she ain't really muslim she had that thing off with a ponytail _˘˜‚_˘˜‚
male,19. Doncaster Rovers. Harry Forrester and Tommy Spurr enthusiast. Instagram: Matt_Walker96,FF3300,https://pbs.twimg.com/profile_images/598289914120282112/jLSJb8ek_normal.jpg,86A4A6,It amazes me that fans actually get excited about the prospect of playing us _Ÿ˜‚,19 doncaster rovers harry forrester and tommy spurr enthusiast instagram matt_walker96,it amazes me that fans actually get excited about the prospect of playing us _˘˜‚
male,"Born in Arkansas, reared in Texas, fell in love in California, plan to retire someday soon...Baruch hu, B'ruch Shemo! 

Do not use my TL to advertise your blog!",3B94D9,https://pbs.twimg.com/profile_images/643206300621385729/YiBSobxf_normal.png,C0DEED,@BiancaLaVic @DanHRothschild @rossssc no I did not. I attacked your attempt to change the traditional LEGAL definition of a half-breed.,born in arkansas reared in texas fell in love in california plan to retire someday soon...baruch hu b'ruch shemo do not use my tl to advertise your blog!,@biancalavic danhrothschild rossssc no i did not i attacked your attempt to change the traditional legal definition of a half-breed.
male,Secretary General of Maldives Olympic Committee | Member of Olympic Council of Asia's Media Committee I Member of Commonwealth Games Federation's Sports Committ,990000,https://pbs.twimg.com/profile_images/515554616037998592/eAkzUrSp_normal.jpeg,1A151A,What if China sent back fake VP and the real one is still in Beijing?,secretary general of maldives olympic committee member of olympic council of asia's media committee i member of commonwealth games federation's sports committ,what if china sent back fake vp and the real one is still in beijing?
male,Trapped in my mind.,3B94D9,https://pbs.twimg.com/profile_images/645369349440688129/PbzQrtNa_normal.jpg,FFFFFF,This BSU bus driver has the heat blasting when it's 50 degrees outside. Excuse me while I pass out from heat exhaustion.,trapped in my mind.,this bsu bus driver has the heat blasting when it's 50 degrees outside excuse me while i pass out from heat exhaustion.
female,"I don't get how people can get so anti-something. Mind you own business, take care of your affairs and don't worry about other people so much ~ Betty White",0084B4,https://pbs.twimg.com/profile_images/657920959106576384/mifa8TQS_normal.jpg,C0DEED,@NoUse4_A_Name The universe hates us. Its true.,i don't get how people can get so anti-something mind you own business take care of your affairs and don't worry about other people so much betty white,@nouse4_a_name the universe hates us its true.
male,"Livin' life, Doin' stuff; Midland, TX; snapchat: drea32",0084B4,https://pbs.twimg.com/profile_images/640913648861384704/EVNzSHDr_normal.jpg,C0DEED,The past three days have just sucked and for no reason,livin life doin stuff midland tx snapchat drea32,the past three days have just sucked and for no reason
male,I'm reeling around the fountain.,11BCF5,https://pbs.twimg.com/profile_images/577501077219590147/NvZ70lOP_normal.jpeg,C0DEED,"If it hadn't been for Cotton-Eye Joe
I'd been married long time ago
I shouldn't have had the reception
Before the wedding. This song is long",i'm reeling around the fountain.,if it hadn't been for cotton-eye joe i'd been married long time ago i shouldn't have had the reception before the wedding this song is long
female,"No matter how your heart is grieving, if you keep on believing, the dream that you wish for will come true. à¬ªà¬“ âƒ›à__Ì¥*ï__Ì¥",A7BCCC,https://pbs.twimg.com/profile_images/658363537526542338/AM2zdKK4_normal.jpg,FFFFFF,@rtpubertygoals @Greghoran87 you're the best brother ever !,no matter how your heart is grieving if you keep on believing the dream that you wish for will come true ‚ªà‚Ú ‰˝à__Ì¥*ï__Ì¥,@rtpubertygoals greghoran87 you're the best brother ever 
female,"â€œCailltear le gach focal mÃ©, Ach Ã©irÃ_onn le gach anÃ¡il.â€ù ~SeÃ¡n Ã“ RÃ_ordÃ¡in, Rian Na gCos",0084B4,https://pbs.twimg.com/profile_images/609512032132399104/sjnt2x5S_normal.jpg,C0DEED,A freshman just cut me in the line for pasta Monday... Pray for him. _Ÿ˜’_Ÿç´,â˚Ôcailltear le gach focal mÏ© ach Ï©irÏ_onn le gach anÏ·il.â˚ seÏ·n ÏÚ rÏ_ordÏ·in rian na gcos,a freshman just cut me in the line for pasta monday.. pray for him _˘˜ı_˘ç´
male,https://t.co/v5qw86zocD https://t.co/IRSqFlESO2 Digital Art Director /Artist /Designer /HipHop / Assume all tweets end with IMO,2FC2EF,https://pbs.twimg.com/profile_images/656331275045838848/mmr_WmcW_normal.jpg,FFFFFF,"Wow, so cool.
Glowforge - the 3D laser printer https://t.co/7EPQ7446mb",https://t.co/v5qw86zocd https://t.co/irsqfleso2 digital art director artist designer hiphop assume all tweets end with imo,wow so cool glowforge the 3d laser printer https://t.co/7epq7446mb
male,"âœ¨ toda forma de amor Ã© valida, disse o menino styles! âœ¨",FA743E,https://pbs.twimg.com/profile_images/658632149562585088/fCnzvWtI_normal.png,FFFFFF,Do you know who are awesome? My 12 new followers in the last day! Growing with https://t.co/dri4nKHbGi,âÔ toda forma de amor Ï valida disse o menino styles Ô¨,do you know who are awesome my 12 new followers in the last day growing with https://t.co/dri4nkhbgi
male,Paper Chasin Jamaican,01080A,https://pbs.twimg.com/profile_images/658720972506296321/anp0k5hi_normal.jpg,FFFFFF,Always strapped.. When I hit the club. Niggas give me dap.. Bitches give me hugs,paper chasin jamaican,always strapped. when i hit the club niggas give me dap. bitches give me hugs
male,im jst me,0084B4,https://pbs.twimg.com/profile_images/1427281140/314865735_normal.jpg,C0DEED,Nigeria doesn't have leaders that's are interested in the people and standard of living yet.,im jst me,nigeria doesn't have leaders that's are interested in the people and standard of living yet.
female,#BlackLivesMatter #MuslimLivesMatter #FreePalestine,EB2F0E,https://pbs.twimg.com/profile_images/658725635372818432/w9SOb_-v_normal.jpg,FFFFFF,@AcaciaBrinley what made you think of the idea to get it done?,#blacklivesmatter muslimlivesmatter freepalestine,@acaciabrinley what made you think of the idea to get it done?
male,Founder and owner of @PioneerLogHomes and star of @hgtvcanada's @TimberKings,0084B4,https://pbs.twimg.com/profile_images/419945042518630401/EtfwZiQy_normal.jpeg,FFFFFF,"Another photo to show the detail, and superb craftsmanship, of the fenders for our #CedarRocket!â€_ https://t.co/89yC4NkeNp",founder and owner of pioneerloghomes and star of hgtvcanada's timberkings,another photo to show the detail and superb craftsmanship of the fenders for our cedarrocket!â˚_ https://t.co/89yc4nkenp
female,All the love. H,89C9FA,https://pbs.twimg.com/profile_images/627617931556483072/-e5NvHcC_normal.jpg,FFFFFF,2 tweeps unfollowed (goodbye!) me in the past day. Thank you https://t.co/d780eyt6Vj.,all the love h,2 tweeps unfollowed goodbye! me in the past day thank you https://t.co/d780eyt6vj.
female,Toronto âœˆï¸è Nebrsaka,ED0E46,https://pbs.twimg.com/profile_images/658168691364769792/ZKflfen6_normal.jpg,FFFFFF,Never been so home sick smh. xmas is around the corner tho _Ÿ˜«,toronto Ôˆï¸ nebrsaka,never been so home sick smh xmas is around the corner tho _˘˜Á
male,Be happy,0084B4,https://pbs.twimg.com/profile_images/602344106321268736/qDvBj5ME_normal.jpg,C0DEED,"@RealDiscoDonnie @MotyCM @TexasEDMFamily I understand why it's complicated tho cuz you have all the people like me who didn't ""buy"" a ticket",be happy,@realdiscodonnie motycm texasedmfamily i understand why it's complicated tho cuz you have all the people like me who didn't buy a ticket
female,UCF | insta: jennpavek,0084B4,https://pbs.twimg.com/profile_images/629693320218968064/3UFBWrbC_normal.jpg,C0DEED,The amount of cops that sit @ theta chi _Ÿ˜’,ucf insta jennpavek,the amount of cops that sit theta chi _˘˜ı
female,UD'16,8FB9E6,https://pbs.twimg.com/profile_images/658137884336267264/r0TG6wCU_normal.jpg,FFFFFF,I'm gonna fight the dog next door if it doesn't stop howling,ud'16,i'm gonna fight the dog next door if it doesn't stop howling
male,"I enjoy making rap music, drawing, writing graffiti, photography, graphic design, web development, and laughing.",2FC2EF,https://pbs.twimg.com/profile_images/624637259489239042/xzSnwR43_normal.jpg,181A1E,"59 and 1/2 Mulberry Street,Â c1890 https://t.co/zg2N83EfWc https://t.co/kn8V1vs6jw",i enjoy making rap music drawing writing graffiti photography graphic design web development and laughing.,"59 and 1/2 mulberry street,ÂÍc1890 https://t.co/zg2n83efwc https://t.co/kn8v1vs6jw"
female,north forsyth '17,0084B4,https://pbs.twimg.com/profile_images/656485258431479809/DWAirfqU_normal.jpg,C0DEED,there is a kid riding a hover board around the halls of north Forsyth,north forsyth 17,there is a kid riding a hover board around the halls of north forsyth
male,twisted sister 24 sev,F00F09,https://pbs.twimg.com/profile_images/647272003536195584/JuYyiTFE_normal.jpg,C0DEED,@JavierVasques1 the best thing is they look better than last night !! # usuallyotherwayaround,twisted sister 24 sev,@javiervasques1 the best thing is they look better than last night usuallyotherwayaround
male,"Glasgow Celtic Football Club â__ï¸èâù_ï¸è
Instagram : browner1994 Snapchat : browner2",0084B4,https://pbs.twimg.com/profile_images/534146360736755713/YZ8691ww_normal.jpeg,FFFFFF,Ive predicted the last 2 draws for city now..fuck this im doing the lottery. _Ÿ˜‚,glasgow celtic football club __ï¸èâù_ï¸ instagram browner1994 snapchat browner2,ive predicted the last 2 draws for city now..fuck this im doing the lottery _˘˜‚
female,IG: sweet_liciaaj | Snapchat: SweetDiccLicia | â“’â“êâ“œâ“¡â“_â“ù,2FC2EF,https://pbs.twimg.com/profile_images/651275023563403264/VH4jyank_normal.jpg,181A1E,_Ÿ˜ç_Ÿ˜ç_Ÿ˜ç this man makes my love for the game _Ÿèˆ soooooo REAL!  https://t.co/yw5LKXCq8x,ig sweet_liciaaj snapchat sweetdicclicia ÚıâÚêâÚÔâÚ·âÚ_âÚù,_˘˜ç_˘˜ç_˘˜ this man makes my love for the game _˘èˆ soooooo real https://t.co/yw5lkxcq8x
male,he can't be jongdae without a smile!,0084B4,https://pbs.twimg.com/profile_images/658169669535137792/KXwtf_lZ_normal.jpg,C0DEED,i dotn know what this means all i could think of was this reaction pic when i saw the pic of louis,he can't be jongdae without a smile!,i dotn know what this means all i could think of was this reaction pic when i saw the pic of louis
male,"Artist, game collector, speedrunner, NERD. Read my webcomic! http://t.co/zIq0UFYWGk | http://t.co/df3C2UWgYd http://t.co/5Ez0d4jm5y",425166,https://pbs.twimg.com/profile_images/528560865792909312/UlShalCN_normal.jpeg,FFFFFF,Wow I've been at my desk all afternoon and the one time I get up is when a client calls me,artist game collector speedrunner nerd read my webcomic http://t.co/ziq0ufywgk http://t.co/df3c2uwgyd http://t.co/5ez0d4jm5y,wow i've been at my desk all afternoon and the one time i get up is when a client calls me
female,â€èâ€èÙ„Ù… Ù_Ø_Ø±ÙÅÙˆÙ†Ù_ØŒ ÙÅØªÙƒÙ„Ù…ÙˆØ§ Ø_Ù†Ù_ ÙÅØ¸Ù„Ù…ÙˆÙ†Ù_! Û†Ø´Ø§Ø¡Øª Ø§Ù„Ø£Ù‚Ø¯Ø§Ø± .. Ø£Ù† Ù_Ù…Ø_ÙˆØ§ Ø°Ù†ÙˆØ¨Ù_ ÙÅ Ø´Ú¯Ø±Ø§ Ù„Ù‡Ù… â™¡.,CE7834,https://pbs.twimg.com/profile_images/3442965778/4836fbe9f441ddb47c6a0a169bdcf7fc_normal.jpeg,F0A830,Stats for the day have arrived. 1 new follower and NO unfollowers :) via https://t.co/MjWalY87pn.,â˚èâ˚èÙ„ÙÈ Ù_Ø_Ø±ÙÅÙˆÙ Ù_ØÓ ÙÅØªÙ‰Ù„ÙÈÙˆØ _Ù Ù_ ÙÅØ¸Ù„ÙÈÙˆÙ Ù_ Û ´Ø§Ø·Ø §Ù„Ø£Ù‚Ø¯Ø§Ø £Ù Ù_ÙÈØ_ÙˆØ °Ù ÙˆØ¨Ù_ Ù ´Ú¯Ø±Ø Ù„Ù‡ÙÈ ™·.,stats for the day have arrived 1 new follower and no unfollowers via https://t.co/mjwaly87pn.
female,you sing!,4A913C,https://pbs.twimg.com/profile_images/658659391139287045/l8C0nrvq_normal.png,FFFFFF,how the fuck is it offending to say that my mom turned gay with the age of 30 after giving birth to two children and a failed marriage,you sing!,how the fuck is it offending to say that my mom turned gay with the age of 30 after giving birth to two children and a failed marriage
female,TheoreticalYellowBoneâ˜†Lvovo!!â™¥MusicLoverâ˜…IG: nkemelo23â˜…Dunno if my Avi is meâ˜†ProblemChildâ˜†Part-Time Catfish& KNOWN Dream Seller,0084B4,https://pbs.twimg.com/profile_images/655037608280629248/Kowdpc53_normal.jpg,C0DEED,The way TI defends Tiny_Ÿ‘Œ_Ÿ’_&gt;&gt;&gt;&gt;&gt;&gt;&gt;,theoreticalyellowboneâ lvovo!!â™¥musicloverâ˜Èig nkemelo23â˜Èdunno if my avi is meâ problemchildâ part-time catfish known dream seller,the way ti defends tiny_˘ÙÓ_˘ı_&gt;&gt;&gt;&gt;&gt;&gt;&gt;
female,sam â™¡â™¡,2FEDCD,https://pbs.twimg.com/profile_images/657911549030473729/10KMdU3G_normal.jpg,FFFFFF,not really sure how to react to the last episode of twd,sam ™·â™·,not really sure how to react to the last episode of twd
female,"Singer-Composer-Voice Actress for Vidya Games by daylight, @cameocinema staff by moonlight.  Lover of games, anime, comics, feminism & cosplay. Views my own.",51B6F5,https://pbs.twimg.com/profile_images/653588297156030464/J-VKYS6r_normal.png,FFFFFF,@tellahtruth into poverty. We need to focus on the bad to find ways to be rid of it.,singer-composer-voice actress for vidya games by daylight cameocinema staff by moonlight lover of games anime comics feminism cosplay views my own.,@tellahtruth into poverty we need to focus on the bad to find ways to be rid of it.
female,"a hairdresser, owned by three jack russells ,a cocker spanial and a very old parrot , love them all x",D500FF,https://pbs.twimg.com/profile_images/552600324272570369/Zsf2V_oN_normal.jpeg,FFFFFF,@DirtyHippyDalek @mk_inwa @JackMolly3 @maria7scruff @MrSebBT @Freddie_bt @Oscar_cute_BT @HDUFC @Rufus_The_Red ok sweetie x,a hairdresser owned by three jack russells a cocker spanial and a very old parrot love them all x,@dirtyhippydalek mk_inwa jackmolly3 maria7scruff mrsebbt freddie_bt oscar_cute_bt hdufc rufus_the_red ok sweetie x
female,"My name is Meaghan but Megelyn is fine with me . Aspiring Fashion Designer, & ***MOST IMPORTANTLY*** I LOVE Nicki Minaj!!!! Always Have, Always Will â™¥â™¥â™¥",A65D5D,https://pbs.twimg.com/profile_images/651116557502799872/14lpDSQK_normal.jpg,FFFFFF,Not in the mood.... like no lie... I'm a human being not a piece of meat _Ÿ˜’_Ÿ˜‘#turnedoff,my name is meaghan but megelyn is fine with me aspiring fashion designer **most importantly** i love nicki minaj!!! always have always will ™¥â™¥â™¥,not in the mood... like no lie.. i'm a human being not a piece of meat _˘˜ı_˘˜Ù#turnedoff
female,Aspiring to be the greatest.,BD1CBD,https://pbs.twimg.com/profile_images/656571093591961600/KitepAeY_normal.jpg,17191A,@What_The_Dread @KwizzyOhsoWavy lol don't laugh Scot!,aspiring to be the greatest.,@what_the_dread kwizzyohsowavy lol don't laugh scot!
male,time you enjoy wasting isn't time wasted.,0084B4,https://pbs.twimg.com/profile_images/652915751637135360/gFstxeMj_normal.jpg,C0DEED,Fool me three times fuck the peace sign,time you enjoy wasting isn't time wasted.,fool me three times fuck the peace sign
male,Rebel Football #65 Guard/C | my name is ruben | Sc: i-dodger37 | employed | 1OO % Zacatecano | Happiness comes and goes,0084B4,https://pbs.twimg.com/profile_images/653433638634151936/niJwdzJC_normal.jpg,C0DEED,Just the waking up early... https://t.co/oWnIftrszk,rebel football 65 guard/c my name is ruben sc i-dodger37 employed 1oo zacatecano happiness comes and goes,just the waking up early.. https://t.co/owniftrszk
male,Snapchat: merrick1301,FF3300,https://pbs.twimg.com/profile_images/655927871257489409/UD7Fqyhd_normal.jpg,FFFFFF,The amount I've grown mentally in the past year is a good feeling.,snapchat merrick1301,the amount i've grown mentally in the past year is a good feeling.
male,women  & girls have a right to education & choice of meaning of their lives,0084B4,https://pbs.twimg.com/profile_images/427855243909427200/fRuluUaQ_normal.jpeg,C0DEED,what England dares to criticize the international Holy Cow of Saudi Arabia about its  human rights atmosphere?,women girls have a right to education choice of meaning of their lives,what england dares to criticize the international holy cow of saudi arabia about its human rights atmosphere?
male,#TGOD #JetLife #taylorgangordie #neverdiecoperation #UNCG,2A5228,https://pbs.twimg.com/profile_images/518252012157140992/8hia7zJS_normal.jpeg,FFFFFF,First day on the job got me forgetting its my day of birth. #23stilldoesntfeelold,#tgod jetlife taylorgangordie neverdiecoperation uncg,first day on the job got me forgetting its my day of birth 23stilldoesntfeelold
female,Say the words that heals not that kills.,0084B4,https://pbs.twimg.com/profile_images/658161351013957632/bslfYui2_normal.jpg,C0DEED,"I was down on my knee.Looked straight into your eyes and said to myself ""the next time I'll do should be a ring for you.""#ALDUBPredictions",say the words that heals not that kills.,"i was down on my knee.looked straight into your eyes and said to myself the next time i'll do should be a ring for you.""#aldubpredictions"
female,"Attending a master in Fashion Communication at MFI (Bocconi, Cattolica, Politecnico) in Milano, ready to start an internship in September.",FFFFFF,https://pbs.twimg.com/profile_images/458596630431006720/4TyhcIJC_normal.jpeg,FFFFFF,#fashion#style#cool Mothers are en  Vogue in Brazil Wearing Dolce&amp;Gabbana: To celebrate the Dolc... https://t.co/Ufd8gqm3xl #dolcegabbana,attending a master in fashion communication at mfi bocconi cattolica politecnico in milano ready to start an internship in september.,#fashion#style#cool mothers are en vogue in brazil wearing dolce&amp;gabbana to celebrate the dolc.. https://t.co/ufd8gqm3xl dolcegabbana
female,17,DD2E44,https://pbs.twimg.com/profile_images/648586592874049538/3OXGOsij_normal.jpg,ADF1FC,_Ÿ˜ç_Ÿ˜ç just seen the Spector advert and Daniel Craig,17,_˘˜ç_˘˜ just seen the spector advert and daniel craig
